"species","kingdom","phylum","class"
"Matricaria discoidea","Plantae","Tracheophyta","Magnoliopsida"
"Elkalyce comyntas","Animalia","Arthropoda","Insecta"
"Papilio canadensis","Animalia","Arthropoda","Insecta"
"Vulpes vulpes","Animalia","Chordata","Mammalia"
"Rosa nitida","Plantae","Tracheophyta","Magnoliopsida"
"Accipiter cooperii","Animalia","Chordata","Aves"
"Parkesia noveboracensis","Animalia","Chordata","Aves"
"Laccaria ochropurpurea","Fungi","Basidiomycota","Agaricomycetes"
"Ulva lactuca","Plantae","Chlorophyta","Ulvophyceae"
"Sphinx kalmiae","Animalia","Arthropoda","Insecta"
"Calidris minutilla","Animalia","Chordata","Aves"
"Aeolidia papillosa","Animalia","Mollusca","Gastropoda"
"Anisolabis maritima","Animalia","Arthropoda","Insecta"
"Troglodytes hiemalis","Animalia","Chordata","Aves"
"Tylopilus felleus","Fungi","Basidiomycota","Agaricomycetes"
"Syritta pipiens","Animalia","Arthropoda","Insecta"
"Caripeta piniata","Animalia","Arthropoda","Insecta"
"Eoseristalis arbustorum","Animalia","Arthropoda","Insecta"
"Potentilla recta","Plantae","Tracheophyta","Magnoliopsida"
"Anomia simplex","Animalia","Mollusca","Bivalvia"
"Belvosia borealis","Animalia","Arthropoda","Insecta"
"Gymnocarpium dryopteris","Plantae","Tracheophyta","Polypodiopsida"
"Alces alces","Animalia","Chordata","Mammalia"
"Pleurobrachia pileus","Animalia","Ctenophora","Tentaculata"
"Petrobius brevistylis","Animalia","Arthropoda","Insecta"
"Haploa clymene","Animalia","Arthropoda","Insecta"
"Teucrium canadense","Plantae","Tracheophyta","Magnoliopsida"
"Calystegia sepium","Plantae","Tracheophyta","Magnoliopsida"
"Orthops kalmii","Animalia","Arthropoda","Insecta"
"Phocoena phocoena","Animalia","Chordata","Mammalia"
"Clavaria zollingeri","Fungi","Basidiomycota","Agaricomycetes"
"Hypogymnia physodes","Fungi","Ascomycota","Lecanoromycetes"
"Sterna hirundo","Animalia","Chordata","Aves"
"Nymphalis vaualbum","Animalia","Arthropoda","Insecta"
"Archiearis infans","Animalia","Arthropoda","Insecta"
"Callopistria cordata","Animalia","Arthropoda","Insecta"
"Hesperumia sulphuraria","Animalia","Arthropoda","Insecta"
"Sarcodiotheca gaudichaudii","Plantae","Rhodophyta","Florideophyceae"
"Cyclophora pendulinaria","Animalia","Arthropoda","Insecta"
"Mastocarpus stellatus","Plantae","Rhodophyta","Florideophyceae"
"Sympetrum semicinctum","Animalia","Arthropoda","Insecta"
"Elachista fucicola","Chromista","Ochrophyta","Phaeophyceae"
"Eubaphe mendica","Animalia","Arthropoda","Insecta"
"Sciurus carolinensis","Animalia","Chordata","Mammalia"
"Carex projecta","Plantae","Tracheophyta","Liliopsida"
"Limnoporus dissortis","Animalia","Arthropoda","Insecta"
"Rubus allegheniensis","Plantae","Tracheophyta","Magnoliopsida"
"Leotia lubrica","Fungi","Ascomycota","Leotiomycetes"
"Porcellio scaber","Animalia","Arthropoda","Malacostraca"
"Lithacodia synochitis","Animalia","Arthropoda","Insecta"
"Saperda candida","Animalia","Arthropoda","Insecta"
"Aquilegia canadensis","Plantae","Tracheophyta","Magnoliopsida"
"Tylopilus plumbeoviolaceus","Fungi","Basidiomycota","Agaricomycetes"
"Electra pilosa","Animalia","Bryozoa","Gymnolaemata"
"Satyrium liparops","Animalia","Arthropoda","Insecta"
"Viburnum opulus","Plantae","Tracheophyta","Magnoliopsida"
"Isodontia mexicana","Animalia","Arthropoda","Insecta"
"Catocala sordida","Animalia","Arthropoda","Insecta"
"Amanita frostiana","Fungi","Basidiomycota","Agaricomycetes"
"Monarda didyma","Plantae","Tracheophyta","Magnoliopsida"
"Fucus spiralis","Chromista","Ochrophyta","Phaeophyceae"
"Cimbex americana","Animalia","Arthropoda","Insecta"
"Hemigrapsus sanguineus","Animalia","Arthropoda","Malacostraca"
"Erigeron strigosus","Plantae","Tracheophyta","Magnoliopsida"
"Amanita novinupta","Fungi","Basidiomycota","Agaricomycetes"
"Liriodendron tulipifera","Plantae","Tracheophyta","Magnoliopsida"
"Eulithis explanata","Animalia","Arthropoda","Insecta"
"Gaurotes cyanipennis","Animalia","Arthropoda","Insecta"
"Prosternon medianum","Animalia","Arthropoda","Insecta"
"Acronicta fallax","Animalia","Arthropoda","Insecta"
"Castianeira descripta","Animalia","Arthropoda","Arachnida"
"Galium verum","Plantae","Tracheophyta","Magnoliopsida"
"Rubus hispidus","Plantae","Tracheophyta","Magnoliopsida"
"Polites mystic","Animalia","Arthropoda","Insecta"
"Lacuna vincta","Animalia","Mollusca","Gastropoda"
"Galium mollugo","Plantae","Tracheophyta","Magnoliopsida"
"Calligrapha rowena","Animalia","Arthropoda","Insecta"
"Hypericum perforatum","Plantae","Tracheophyta","Magnoliopsida"
"Ranunculus repens","Plantae","Tracheophyta","Magnoliopsida"
"Carex deflexa","Plantae","Tracheophyta","Liliopsida"
"Carex lurida","Plantae","Tracheophyta","Liliopsida"
"Dendrolycopodium obscurum","Plantae","Tracheophyta","Lycopodiopsida"
"Cladonia furcata","Fungi","Ascomycota","Lecanoromycetes"
"Uvularia sessilifolia","Plantae","Tracheophyta","Liliopsida"
"Neriene radiata","Animalia","Arthropoda","Arachnida"
"Hieracium murorum","Plantae","Tracheophyta","Magnoliopsida"
"Cortinarius iodes","Fungi","Basidiomycota","Agaricomycetes"
"Ranunculus bulbosus","Plantae","Tracheophyta","Magnoliopsida"
"Evodinus monticola","Animalia","Arthropoda","Insecta"
"Gymnopus dryophilus","Fungi","Basidiomycota","Agaricomycetes"
"Flavoparmelia caperata","Fungi","Ascomycota","Lecanoromycetes"
"Deroceras reticulatum","Animalia","Mollusca","Gastropoda"
"Carex cumulata","Plantae","Tracheophyta","Liliopsida"
"Dactylis glomerata","Plantae","Tracheophyta","Liliopsida"
"Carex stipata","Plantae","Tracheophyta","Liliopsida"
"Carex pallescens","Plantae","Tracheophyta","Liliopsida"
"Carex echinodes","Plantae","Tracheophyta","Liliopsida"
"Cosmosalia chrysocoma","Animalia","Arthropoda","Insecta"
"Zale horrida","Animalia","Arthropoda","Insecta"
"Satyrium calanus","Animalia","Arthropoda","Insecta"
"Sympetrum danae","Animalia","Arthropoda","Insecta"
"Anania funebris","Animalia","Arthropoda","Insecta"
"Quiscalus quiscula","Animalia","Chordata","Aves"
"Lestes vigilax","Animalia","Arthropoda","Insecta"
"Didymops transversa","Animalia","Arthropoda","Insecta"
"Phidippus clarus","Animalia","Arthropoda","Arachnida"
"Heodes hypophlaeas","Animalia","Arthropoda","Insecta"
"Glaucopsyche lygdamus","Animalia","Arthropoda","Insecta"
"Coccinella trifasciata","Animalia","Arthropoda","Insecta"
"Helophilus fasciatus","Animalia","Arthropoda","Insecta"
"Carex intumescens","Plantae","Tracheophyta","Liliopsida"
"Framinghamia helvalis","Animalia","Arthropoda","Insecta"
"Forficula auricularia","Animalia","Arthropoda","Insecta"
"Veronica peregrina","Plantae","Tracheophyta","Magnoliopsida"
"Boletus edulis","Fungi","Basidiomycota","Agaricomycetes"
"Noctua pronuba","Animalia","Arthropoda","Insecta"
"Zenaida macroura","Animalia","Chordata","Aves"
"Eriophorum vaginatum","Plantae","Tracheophyta","Liliopsida"
"Geocoris bullatus","Animalia","Arthropoda","Insecta"
"Acer negundo","Plantae","Tracheophyta","Magnoliopsida"
"Sylvanelater cylindriformis","Animalia","Arthropoda","Insecta"
"Columba livia","Animalia","Chordata","Aves"
"Rhagio punctipennis","Animalia","Arthropoda","Insecta"
"Araneus nordmanni","Animalia","Arthropoda","Arachnida"
"Temnothorax ambiguus","Animalia","Arthropoda","Insecta"
"Diplazon laetatorius","Animalia","Arthropoda","Insecta"
"Cyrtopogon falto","Animalia","Arthropoda","Insecta"
"Hypogymnia krogiae","Fungi","Ascomycota","Lecanoromycetes"
"Hypogymnia tubulosa","Fungi","Ascomycota","Lecanoromycetes"
"Hypogymnia incurvoides","Fungi","Ascomycota","Lecanoromycetes"
"Solidago puberula","Plantae","Tracheophyta","Magnoliopsida"
"Linyphia triangularis","Animalia","Arthropoda","Arachnida"
"Sparganium americanum","Plantae","Tracheophyta","Liliopsida"
"Alnus alnobetula","Plantae","Tracheophyta","Magnoliopsida"
"Acronicta insita","Animalia","Arthropoda","Insecta"
"Phytomyza agromyzina","Animalia","Arthropoda","Insecta"
"Sterna dougallii","Animalia","Chordata","Aves"
"Acalitus brevitarsus","Animalia","Arthropoda","Arachnida"
"Cypripedium parviflorum","Plantae","Tracheophyta","Liliopsida"
"Sporobolus michauxianus","Plantae","Tracheophyta","Liliopsida"
"Rumex crispus","Plantae","Tracheophyta","Magnoliopsida"
"Sonchus asper","Plantae","Tracheophyta","Magnoliopsida"
"Necrophila americana","Animalia","Arthropoda","Insecta"
"Naphrys pulex","Animalia","Arthropoda","Arachnida"
"Colletes inaequalis","Animalia","Arthropoda","Insecta"
"Andrena clarkella","Animalia","Arthropoda","Insecta"
"Melaphis rhois","Animalia","Arthropoda","Insecta"
"Araneus bicentenarius","Animalia","Arthropoda","Arachnida"
"Mimulus ringens","Plantae","Tracheophyta","Magnoliopsida"
"Calamagrostis canadensis","Plantae","Tracheophyta","Liliopsida"
"Scorzoneroides autumnalis","Plantae","Tracheophyta","Magnoliopsida"
"Chamaecrista fasciculata","Plantae","Tracheophyta","Magnoliopsida"
"Andrena dunningi","Animalia","Arthropoda","Insecta"
"Scirpus cyperinus","Plantae","Tracheophyta","Liliopsida"
"Boreus nivoriundus","Animalia","Arthropoda","Insecta"
"Andrena nubecula","Animalia","Arthropoda","Insecta"
"Parmelia omphalodes","Fungi","Ascomycota","Lecanoromycetes"
"Coelopa frigida","Animalia","Arthropoda","Insecta"
"Phanogomphus spicatus","Animalia","Arthropoda","Insecta"
"Phanogomphus exilis","Animalia","Arthropoda","Insecta"
"Sorex fumeus","Animalia","Chordata","Mammalia"
"Lanius borealis","Animalia","Chordata","Aves"
"Plicaturopsis crispa","Fungi","Basidiomycota","Agaricomycetes"
"Ascodichaena rugosa","Fungi","Ascomycota","Leotiomycetes"
"Enicospilus purgatus","Animalia","Arthropoda","Insecta"
"Dorocordulia libera","Animalia","Arthropoda","Insecta"
"Callosamia promethea","Animalia","Arthropoda","Insecta"
"Microrhopala excavata","Animalia","Arthropoda","Insecta"
"Acronicta oblinita","Animalia","Arthropoda","Insecta"
"Ajuga reptans","Plantae","Tracheophyta","Magnoliopsida"
"Rosa virginiana","Plantae","Tracheophyta","Magnoliopsida"
"Hohenbuehelia serotina","Fungi","Basidiomycota","Agaricomycetes"
"Ribes glandulosum","Plantae","Tracheophyta","Magnoliopsida"
"Digitalis lutea","Plantae","Tracheophyta","Magnoliopsida"
"Phyllocnistis populiella","Animalia","Arthropoda","Insecta"
"Boreus brumalis","Animalia","Arthropoda","Insecta"
"Rumex obtusifolius","Plantae","Tracheophyta","Magnoliopsida"
"Baeolophus bicolor","Animalia","Chordata","Aves"
"Apioperdon pyriforme","Fungi","Basidiomycota","Agaricomycetes"
"Eristalinus aeneus","Animalia","Arthropoda","Insecta"
"Ganoderma resinaceum","Fungi","Basidiomycota","Agaricomycetes"
"Matteuccia struthiopteris","Plantae","Tracheophyta","Polypodiopsida"
"Bisporella citrina","Fungi","Ascomycota","Leotiomycetes"
"Mya arenaria","Animalia","Mollusca","Bivalvia"
"Anoscopus serratulae","Animalia","Arthropoda","Insecta"
"Myadestes townsendi","Animalia","Chordata","Aves"
"Acer platanoides","Plantae","Tracheophyta","Magnoliopsida"
"Circaea alpina","Plantae","Tracheophyta","Magnoliopsida"
"Pseudoscleropodium purum","Plantae","Bryophyta","Bryopsida"
"Melanelia stygia","Fungi","Ascomycota","Lecanoromycetes"
"Toxicodendron rydbergii","Plantae","Tracheophyta","Magnoliopsida"
"Colias philodice","Animalia","Arthropoda","Insecta"
"Cameraria picturatella","Animalia","Arthropoda","Insecta"
"Calophasia lunula","Animalia","Arthropoda","Insecta"
"Vaccinium myrtilloides","Plantae","Tracheophyta","Magnoliopsida"
"Asterias forbesi","Animalia","Echinodermata","Asteroidea"
"Euphyes vestris","Animalia","Arthropoda","Insecta"
"Scytosiphon lomentaria","Chromista","Ochrophyta","Phaeophyceae"
"Equisetum arvense","Plantae","Tracheophyta","Polypodiopsida"
"Hypenodes franclemonti","Animalia","Arthropoda","Insecta"
"Stomoxys calcitrans","Animalia","Arthropoda","Insecta"
"Dolichousnea longissima","Fungi","Ascomycota","Lecanoromycetes"
"Solidago speciosa","Plantae","Tracheophyta","Magnoliopsida"
"Dryopteris marginalis","Plantae","Tracheophyta","Polypodiopsida"
"Speyeria aphrodite","Animalia","Arthropoda","Insecta"
"Coccyzus erythropthalmus","Animalia","Chordata","Aves"
"Ambrosia artemisiifolia","Plantae","Tracheophyta","Magnoliopsida"
"Hyphantria cunea","Animalia","Arthropoda","Insecta"
"Argiope trifasciata","Animalia","Arthropoda","Arachnida"
"Plantago major","Plantae","Tracheophyta","Magnoliopsida"
"Actitis macularius","Animalia","Chordata","Aves"
"Erythrodiplax berenice","Animalia","Arthropoda","Insecta"
"Hypericum mutilum","Plantae","Tracheophyta","Magnoliopsida"
"Carex gynandra","Plantae","Tracheophyta","Liliopsida"
"Augochlorella aurata","Animalia","Arthropoda","Insecta"
"Cucullia asteroides","Animalia","Arthropoda","Insecta"
"Rhizocarpon geographicum","Fungi","Ascomycota","Lecanoromycetes"
"Melilotus officinalis","Plantae","Tracheophyta","Magnoliopsida"
"Echinochloa crus-galli","Plantae","Tracheophyta","Liliopsida"
"Saponaria officinalis","Plantae","Tracheophyta","Magnoliopsida"
"Contopus virens","Animalia","Chordata","Aves"
"Plantago lanceolata","Plantae","Tracheophyta","Magnoliopsida"
"Tyrannus tyrannus","Animalia","Chordata","Aves"
"Hericium americanum","Fungi","Basidiomycota","Agaricomycetes"
"Nehalennia irene","Animalia","Arthropoda","Insecta"
"Euclea delphinii","Animalia","Arthropoda","Insecta"
"Enallagma geminatum","Animalia","Arthropoda","Insecta"
"Lestes inaequalis","Animalia","Arthropoda","Insecta"
"Perithemis tenera","Animalia","Arthropoda","Insecta"
"Solidago juncea","Plantae","Tracheophyta","Magnoliopsida"
"Spilomyia sayi","Animalia","Arthropoda","Insecta"
"Populus balsamifera","Plantae","Tracheophyta","Magnoliopsida"
"Hypena scabra","Animalia","Arthropoda","Insecta"
"Melanoplus mancus","Animalia","Arthropoda","Insecta"
"Menyanthes trifoliata","Plantae","Tracheophyta","Magnoliopsida"
"Gliophorus psittacinus","Fungi","Basidiomycota","Agaricomycetes"
"Anaplectoides prasina","Animalia","Arthropoda","Insecta"
"Exomala orientalis","Animalia","Arthropoda","Insecta"
"Xanthoria elegans","Fungi","Ascomycota","Lecanoromycetes"
"Pseudevernia consocians","Fungi","Ascomycota","Lecanoromycetes"
"Lilium canadense","Plantae","Tracheophyta","Liliopsida"
"Olethreutes fasciatana","Animalia","Arthropoda","Insecta"
"Apis mellifera","Animalia","Arthropoda","Insecta"
"Parmelia sulcata","Fungi","Ascomycota","Lecanoromycetes"
"Darapsa choerilus","Animalia","Arthropoda","Insecta"
"Phymatodes testaceus","Animalia","Arthropoda","Insecta"
"Vaccinium boreale","Plantae","Tracheophyta","Magnoliopsida"
"Rhus glabra","Plantae","Tracheophyta","Magnoliopsida"
"Limenitis archippus","Animalia","Arthropoda","Insecta"
"Trifolium hybridum","Plantae","Tracheophyta","Magnoliopsida"
"Nipponoserica peregrina","Animalia","Arthropoda","Insecta"
"Andrena rugosa","Animalia","Arthropoda","Insecta"
"Pipiza quadrimaculata","Animalia","Arthropoda","Insecta"
"Andrena crataegi","Animalia","Arthropoda","Insecta"
"Melanelixia subaurifera","Fungi","Ascomycota","Lecanoromycetes"
"Leiothlypis ruficapilla","Animalia","Chordata","Aves"
"Empidonax alnorum","Animalia","Chordata","Aves"
"Lebia fuscata","Animalia","Arthropoda","Insecta"
"Hyalophora columbia","Animalia","Arthropoda","Insecta"
"Solidago canadensis","Plantae","Tracheophyta","Magnoliopsida"
"Persicaria maculosa","Plantae","Tracheophyta","Magnoliopsida"
"Alaria esculenta","Chromista","Ochrophyta","Phaeophyceae"
"Phalaris arundinacea","Plantae","Tracheophyta","Liliopsida"
"Erythridula victorialis","Animalia","Arthropoda","Insecta"
"Graphocephala fennahi","Animalia","Arthropoda","Insecta"
"Arceuthobium pusillum","Plantae","Tracheophyta","Magnoliopsida"
"Umbilicaria torrefacta","Fungi","Ascomycota","Lecanoromycetes"
"Agalinis purpurea","Plantae","Tracheophyta","Magnoliopsida"
"Eupithecia perfusca","Animalia","Arthropoda","Insecta"
"Agrilus anxius","Animalia","Arthropoda","Insecta"
"Sagina procumbens","Plantae","Tracheophyta","Magnoliopsida"
"Lecidea atrobrunnea","Fungi","Ascomycota","Lecanoromycetes"
"Fucus evanescens","Chromista","Ochrophyta","Phaeophyceae"
"Parmelia saxatilis","Fungi","Ascomycota","Lecanoromycetes"
"Graphis scripta","Fungi","Ascomycota","Lecanoromycetes"
"Rilaena triangularis","Animalia","Arthropoda","Arachnida"
"Tilia americana","Plantae","Tracheophyta","Magnoliopsida"
"Promachus hinei","Animalia","Arthropoda","Insecta"
"Malus domestica","Plantae","Tracheophyta","Magnoliopsida"
"Thymelicus lineola","Animalia","Arthropoda","Insecta"
"Cenopis pettitana","Animalia","Arthropoda","Insecta"
"Setophaga pinus","Animalia","Chordata","Aves"
"Mycoblastus sanguinarius","Fungi","Ascomycota","Lecanoromycetes"
"Leucorrhinia glacialis","Animalia","Arthropoda","Insecta"
"Streptopus lanceolatus","Plantae","Tracheophyta","Liliopsida"
"Crepidula plana","Animalia","Mollusca","Gastropoda"
"Lecanora oreinoides","Fungi","Ascomycota","Lecanoromycetes"
"Dasiphora fruticosa","Plantae","Tracheophyta","Magnoliopsida"
"Pyganodon cataracta","Animalia","Mollusca","Bivalvia"
"Toxostoma rufum","Animalia","Chordata","Aves"
"Machimus sadyates","Animalia","Arthropoda","Insecta"
"Typha latifolia","Plantae","Tracheophyta","Liliopsida"
"Hagenius brevistylus","Animalia","Arthropoda","Insecta"
"Microtus pennsylvanicus","Animalia","Chordata","Mammalia"
"Chrysoteuchia topiarius","Animalia","Arthropoda","Insecta"
"Eucosma parmatana","Animalia","Arthropoda","Insecta"
"Eoparargyractis plevie","Animalia","Arthropoda","Insecta"
"Ptilidium pulcherrimum","Plantae","Marchantiophyta","Jungermanniopsida"
"Vaccinium pallidum","Plantae","Tracheophyta","Magnoliopsida"
"Bombus flavidus","Animalia","Arthropoda","Insecta"
"Solidago flexicaulis","Plantae","Tracheophyta","Magnoliopsida"
"Plectrophenax nivalis","Animalia","Chordata","Aves"
"Pidonia ruficollis","Animalia","Arthropoda","Insecta"
"Dimelaena oreina","Fungi","Ascomycota","Lecanoromycetes"
"Vanessa cardui","Animalia","Arthropoda","Insecta"
"Usnocetraria oakesiana","Fungi","Ascomycota","Lecanoromycetes"
"Formica hewitti","Animalia","Arthropoda","Insecta"
"Sympetrum obtrusum","Animalia","Arthropoda","Insecta"
"Eucirroedia pampina","Animalia","Arthropoda","Insecta"
"Ennomos subsignaria","Animalia","Arthropoda","Insecta"
"Glischrochilus fasciatus","Animalia","Arthropoda","Insecta"
"Tramea lacerata","Animalia","Arthropoda","Insecta"
"Aeshna canadensis","Animalia","Arthropoda","Insecta"
"Lecidea tessellata","Fungi","Ascomycota","Lecanoromycetes"
"Hygrophoropsis aurantiaca","Fungi","Basidiomycota","Agaricomycetes"
"Acronicta funeralis","Animalia","Arthropoda","Insecta"
"Chauliodes pectinicornis","Animalia","Arthropoda","Insecta"
"Habronattus calcaratus","Animalia","Arthropoda","Arachnida"
"Hyalophora cecropia","Animalia","Arthropoda","Insecta"
"Calidris alba","Animalia","Chordata","Aves"
"Chimaphila umbellata","Plantae","Tracheophyta","Magnoliopsida"
"Ostrya virginiana","Plantae","Tracheophyta","Magnoliopsida"
"Phalacrocorax carbo","Animalia","Chordata","Aves"
"Rudbeckia hirta","Plantae","Tracheophyta","Magnoliopsida"
"Bombus perplexus","Animalia","Arthropoda","Insecta"
"Pycnothelia papillaria","Fungi","Ascomycota","Lecanoromycetes"
"Eriophyes laevis","Animalia","Arthropoda","Arachnida"
"Platanthera grandiflora","Plantae","Tracheophyta","Liliopsida"
"Brachyleptura vagans","Animalia","Arthropoda","Insecta"
"Taeniogonalos gundlachii","Animalia","Arthropoda","Insecta"
"Phidippus whitmani","Animalia","Arthropoda","Arachnida"
"Dasineura crataegibedeguar","Animalia","Arthropoda","Insecta"
"Setophaga caerulescens","Animalia","Chordata","Aves"
"Suaeda maritima","Plantae","Tracheophyta","Magnoliopsida"
"Gyroporus ballouii","Fungi","Basidiomycota","Agaricomycetes"
"Judolia montivagans","Animalia","Arthropoda","Insecta"
"Epitheca semiaquea","Animalia","Arthropoda","Insecta"
"Eufidonia notataria","Animalia","Arthropoda","Insecta"
"Euphorbia cyparissias","Plantae","Tracheophyta","Magnoliopsida"
"Crepidula fornicata","Animalia","Mollusca","Gastropoda"
"Diphasiastrum tristachyum","Plantae","Tracheophyta","Lycopodiopsida"
"Lycopodium lagopus","Plantae","Tracheophyta","Lycopodiopsida"
"Moehringia lateriflora","Plantae","Tracheophyta","Magnoliopsida"
"Agelaius phoeniceus","Animalia","Chordata","Aves"
"Rhagium inquisitor","Animalia","Arthropoda","Insecta"
"Polygonia progne","Animalia","Arthropoda","Insecta"
"Tetraphis pellucida","Plantae","Bryophyta","Bryopsida"
"Sitochroa palealis","Animalia","Arthropoda","Insecta"
"Opheltes glaucopterus","Animalia","Arthropoda","Insecta"
"Chordeiles minor","Animalia","Chordata","Aves"
"Setophaga palmarum","Animalia","Chordata","Aves"
"Echinarachnius parma","Animalia","Echinodermata","Echinoidea"
"Pristiphora geniculata","Animalia","Arthropoda","Insecta"
"Leucorrhinia frigida","Animalia","Arthropoda","Insecta"
"Oenothera oakesiana","Plantae","Tracheophyta","Magnoliopsida"
"Placynthiella uliginosa","Fungi","Ascomycota","Lecanoromycetes"
"Rhionaeschna mutata","Animalia","Arthropoda","Insecta"
"Philonotis fontana","Plantae","Bryophyta","Bryopsida"
"Leucorrhinia hudsonica","Animalia","Arthropoda","Insecta"
"Scrophularia nodosa","Plantae","Tracheophyta","Magnoliopsida"
"Dorocordulia lepida","Animalia","Arthropoda","Insecta"
"Fragaria vesca","Plantae","Tracheophyta","Magnoliopsida"
"Dosima fascicularis","Animalia","Arthropoda","Maxillopoda"
"Cordulegaster diastatops","Animalia","Arthropoda","Insecta"
"Nannothemis bella","Animalia","Arthropoda","Insecta"
"Meta ovalis","Animalia","Arthropoda","Arachnida"
"Hepialus gracilis","Animalia","Arthropoda","Insecta"
"Goodyera repens","Plantae","Tracheophyta","Liliopsida"
"Coelichneumon navus","Animalia","Arthropoda","Insecta"
"Alcis porcelaria","Animalia","Arthropoda","Insecta"
"Adelges abietis","Animalia","Arthropoda","Insecta"
"Carex scabrata","Plantae","Tracheophyta","Liliopsida"
"Nuphar variegata","Plantae","Tracheophyta","Magnoliopsida"
"Leucorrhinia proxima","Animalia","Arthropoda","Insecta"
"Triadenum virginicum","Plantae","Tracheophyta","Magnoliopsida"
"Lobelia dortmanna","Plantae","Tracheophyta","Magnoliopsida"
"Athous productus","Animalia","Arthropoda","Insecta"
"Asemum striatum","Animalia","Arthropoda","Insecta"
"Pronocera collaris","Animalia","Arthropoda","Insecta"
"Ceruchus piceus","Animalia","Arthropoda","Insecta"
"Capnochroa fuliginosa","Animalia","Arthropoda","Insecta"
"Robinia pseudoacacia","Plantae","Tracheophyta","Magnoliopsida"
"Euphagus carolinus","Animalia","Chordata","Aves"
"Viburnum dentatum","Plantae","Tracheophyta","Magnoliopsida"
"Stachys palustris","Plantae","Tracheophyta","Magnoliopsida"
"Sisyrinchium montanum","Plantae","Tracheophyta","Liliopsida"
"Chinavia hilaris","Animalia","Arthropoda","Insecta"
"Huperzia selago","Plantae","Tracheophyta","Lycopodiopsida"
"Senecio viscosus","Plantae","Tracheophyta","Magnoliopsida"
"Carex lasiocarpa","Plantae","Tracheophyta","Liliopsida"
"Hypericum canadense","Plantae","Tracheophyta","Magnoliopsida"
"Achillea ptarmica","Plantae","Tracheophyta","Magnoliopsida"
"Hydroprogne caspia","Animalia","Chordata","Aves"
"Typha angustifolia","Plantae","Tracheophyta","Liliopsida"
"Oenothera biennis","Plantae","Tracheophyta","Magnoliopsida"
"Cetraria arenaria","Fungi","Ascomycota","Lecanoromycetes"
"Polytrichum juniperinum","Plantae","Bryophyta","Bryopsida"
"Erysimum cheiranthoides","Plantae","Tracheophyta","Magnoliopsida"
"Athyrium filix-femina","Plantae","Tracheophyta","Polypodiopsida"
"Hygrocybe coccinea","Fungi","Basidiomycota","Agaricomycetes"
"Gnaphalium uliginosum","Plantae","Tracheophyta","Magnoliopsida"
"Rheumaptera prunivorata","Animalia","Arthropoda","Insecta"
"Buprestis maculativentris","Animalia","Arthropoda","Insecta"
"Sehirus cinctus","Animalia","Arthropoda","Insecta"
"Idia aemula","Animalia","Arthropoda","Insecta"
"Asclepias incarnata","Plantae","Tracheophyta","Magnoliopsida"
"Maladera formosae","Animalia","Arthropoda","Insecta"
"Ufeus satyricus","Animalia","Arthropoda","Insecta"
"Megachile melanophaea","Animalia","Arthropoda","Insecta"
"Ammodytes americanus","Animalia","Chordata","Actinopterygii"
"Apoda biguttata","Animalia","Arthropoda","Insecta"
"Clepsis persicana","Animalia","Arthropoda","Insecta"
"Hypena baltimoralis","Animalia","Arthropoda","Insecta"
"Penthe pimelia","Animalia","Arthropoda","Insecta"
"Sericomyia lata","Animalia","Arthropoda","Insecta"
"Ischnura kellicotti","Animalia","Arthropoda","Insecta"
"Ondatra zibethicus","Animalia","Chordata","Mammalia"
"Mathildana newmanella","Animalia","Arthropoda","Insecta"
"Sericomyia bifasciata","Animalia","Arthropoda","Insecta"
"Saperda imitans","Animalia","Arthropoda","Insecta"
"Catocala unijuga","Animalia","Arthropoda","Insecta"
"Saperda calcarata","Animalia","Arthropoda","Insecta"
"Cardellina canadensis","Animalia","Chordata","Aves"
"Atrytone delaware","Animalia","Arthropoda","Insecta"
"Rosa palustris","Plantae","Tracheophyta","Magnoliopsida"
"Balanus crenatus","Animalia","Arthropoda","Maxillopoda"
"Scoparia biplagialis","Animalia","Arthropoda","Insecta"
"Nicrophorus tomentosus","Animalia","Arthropoda","Insecta"
"Gavia stellata","Animalia","Chordata","Aves"
"Anthus rubescens","Animalia","Chordata","Aves"
"Circus cyaneus","Animalia","Chordata","Aves"
"Loxia leucoptera","Animalia","Chordata","Aves"
"Rissa tridactyla","Animalia","Chordata","Aves"
"Ardea alba","Animalia","Chordata","Aves"
"Larus hyperboreus","Animalia","Chordata","Aves"
"Aconitum napellus","Plantae","Tracheophyta","Magnoliopsida"
"Raphanus raphanistrum","Plantae","Tracheophyta","Magnoliopsida"
"Lasiurus borealis","Animalia","Chordata","Mammalia"
"Hygrocybe conica","Fungi","Basidiomycota","Agaricomycetes"
"Aeorestes cinereus","Animalia","Chordata","Mammalia"
"Actaea pachypoda","Plantae","Tracheophyta","Magnoliopsida"
"Hemaris gracilis","Animalia","Arthropoda","Insecta"
"Cornus sericea","Plantae","Tracheophyta","Magnoliopsida"
"Chilocorus stigma","Animalia","Arthropoda","Insecta"
"Gyalolechia flavorubescens","Fungi","Ascomycota","Lecanoromycetes"
"Nepytia canosaria","Animalia","Arthropoda","Insecta"
"Charadrius semipalmatus","Animalia","Chordata","Aves"
"Ranatra fusca","Animalia","Arthropoda","Insecta"
"Scomber scombrus","Animalia","Chordata","Actinopterygii"
"Hypena deceptalis","Animalia","Arthropoda","Insecta"
"Chrysochus auratus","Animalia","Arthropoda","Insecta"
"Gnatocerus cornutus","Animalia","Arthropoda","Insecta"
